stock_id,credito,vin,estado,sub_estado,producto,proveedor,cosecha,lat,long,fecha
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.277130,-99.480270,02-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.319700,-99.107820,03-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.5885400,-99.0463600,04-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,20.5860600,-100.3811400,05-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.470025,-99.04499,06-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.54954,-99.263475,07-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.842998,-98.0294,08-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.492840,-99.228100,09-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.492840,-99.228100,10-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306650,-99.714650,11-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306680,-99.714660,12-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306670,-99.714630,13-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306670,-99.714630,14-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.284290,-99.692700,15-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306660,-99.714590,16-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306660,-99.714620,17-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.241730,-99.615640,18-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.241730,-99.615640,19-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306630,-99.714600,20-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.301050,-99.693420,21-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306640,-99.714620,22-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.297270,-99.703410,23-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306680,-99.714620,24-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306680,-99.714620,25-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.278280,-99.684600,26-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306620,-99.714580,27-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306620,-99.714580,28-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306660,-99.714610,29-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.283280,-99.674720,30-01-2024
147110,3G1J85CC9GS596883,3g1j85cc9gs596883,,,,tracker,202201,19.306640,-99.714610,31-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338017,-99.107533,01-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.162438,-99.480288,02-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,20.666645,-100.261157,03-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.5116700,-98.8648800,04-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,20.2256100,-99.9609600,05-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.2948500,-99.5915700,06-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.6037500,-99.2766100,07-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.3258000,-99.2010400,08-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.588423,-99.291308,09-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338005,-99.10764,10-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338012,-99.107615,11-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.337988,-99.107538,12-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.336517,-99.107783,13-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.33802,-99.107618,14-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.33802,-99.107618,15-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338013,-99.107627,16-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338,-99.107565,17-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.337983,-99.107592,18-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.337983,-99.107592,19-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338002,-99.1076,20-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338013,-99.107585,21-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338013,-99.107585,22-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.337998,-99.107625,23-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338025,-99.107578,24-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338048,-99.107643,25-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.338008,-99.107627,26-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.316962,-99.103962,27-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.336642,-99.107518,28-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.336648,-99.107552,29-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.38103,-99.137003,30-01-2024
120801,WDCTG4DB2GJ154302,wdctg4db2gj154302,,,,ituran,202201,19.381053,-99.136975,31-01-2024
